path,filename,filter,prediction,cv2 time,prediction time,words,wer,cer,wil,wip,mer,fluxo
/content/crop_craft-images/CNH_Frente,res_00003604_in_03.jpg,image_full_gray,,1.8358230590820312e-05,0.005652189254760742, DO,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_03.jpg,limiarização_de_otsu,,1.3589859008789062e-05,0.005531787872314453, DO,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_03.jpg,limiarização_binária,RhtJ,3.337860107421875e-06,0.02102208137512207, DO,1.0,2.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_03.jpg,bilateral,,0.00041985511779785156,0.0057108402252197266, DO,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_04.jpg,original,#fasd,,0.11200189590454102, BRASIL,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_04.jpg,image_full_gray,4asid,1.9073486328125e-05,0.01447439193725586, BRASIL,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_04.jpg,limiarização_de_otsu,BFasiu,3.0994415283203125e-05,0.012845993041992188, BRASIL,1.0,0.8333333333333334,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_04.jpg,limiarização_binária,@8i,3.5762786865234375e-06,0.04311251640319824, BRASIL,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_04.jpg,bilateral,AsL,0.0007283687591552734,0.02021050453186035, BRASIL,1.0,0.6666666666666666,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_06.jpg,original,4iis (2p,,0.021331071853637695, MINISTÉRIO,2.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_06.jpg,image_full_gray,Ministede,1.9073486328125e-05,0.021686315536499023, MINISTÉRIO,1.0,0.9,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_06.jpg,limiarização_de_otsu,f:n1temin,1.6927719116210938e-05,0.023153066635131836, MINISTÉRIO,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_06.jpg,limiarização_binária,RWegme,3.5762786865234375e-06,0.02079939842224121, MINISTÉRIO,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_06.jpg,bilateral,,0.0008225440979003906,0.005658626556396484, MINISTÉRIO,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_07.jpg,original,BRs,,0.01728510856628418, DAS,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_07.jpg,image_full_gray,245,1.5735626220703125e-05,0.01139211654663086, DAS,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_07.jpg,limiarização_de_otsu,GÀa's,1.430511474609375e-05,0.019017696380615234, DAS,1.0,1.6666666666666667,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_07.jpg,limiarização_binária,,4.0531158447265625e-06,0.005561113357543945, DAS,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_07.jpg,bilateral,,0.0004477500915527344,0.0054852962493896484, DAS,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_08.jpg,original,cipaoes,,0.09076929092407227, CIDADES,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_08.jpg,image_full_gray,Caoaoes],1.9073486328125e-05,0.01869511604309082, CIDADES,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_08.jpg,limiarização_de_otsu,ci_PnES,1.621246337890625e-05,0.019562721252441406, CIDADES,1.0,0.7142857142857143,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_08.jpg,limiarização_binária,07858,4.0531158447265625e-06,0.018711566925048828, CIDADES,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_08.jpg,bilateral,Cioaog,0.0006644725799560547,0.019634008407592773, CIDADES,1.0,0.8571428571428571,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_09.jpg,original,Ce,,0.09337353706359863, DE,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_09.jpg,image_full_gray,,1.811981201171875e-05,0.0064296722412109375, DE,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_09.jpg,limiarização_de_otsu,,1.4781951904296875e-05,0.0055768489837646484, DE,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_09.jpg,limiarização_binária,04,3.0994415283203125e-06,0.016994953155517578, DE,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_09.jpg,bilateral,,0.0003528594970703125,0.0054569244384765625, DE,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_10.jpg,original,~TRÂwsiTó,,0.021567106246948242, TRANSITO,1.0,0.75,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_10.jpg,image_full_gray,gausnia,1.7642974853515625e-05,0.021643877029418945, TRANSITO,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_10.jpg,limiarização_de_otsu,41Rânsita,1.5497207641601562e-05,0.021763086318969727, TRANSITO,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_10.jpg,limiarização_binária,,4.0531158447265625e-06,0.00728917121887207, TRANSITO,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_10.jpg,bilateral,,0.0007364749908447266,0.006154298782348633, TRANSITO,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_11.jpg,original,JPERABIAMEUTD,,0.025030851364135742, DEPARTAMENTO,1.0,0.5833333333333334,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_11.jpg,image_full_gray,lsEriudtaugufp,1.9311904907226562e-05,0.024378061294555664, DEPARTAMENTO,1.0,1.0833333333333333,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_11.jpg,limiarização_de_otsu,'aPFARTA;J: !!tb,1.8358230590820312e-05,0.050177812576293945, DEPARTAMENTO,2.0,0.9166666666666666,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_11.jpg,limiarização_binária,,3.814697265625e-06,0.0059356689453125, DEPARTAMENTO,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_11.jpg,bilateral,,0.0009279251098632812,0.0058956146240234375, DEPARTAMENTO,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_12.jpg,original,Kagionag,,0.01392221450805664, NACIONAL,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_12.jpg,image_full_gray,(agionag,1.6927719116210938e-05,0.012921810150146484, NACIONAL,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_12.jpg,limiarização_de_otsu,Wy#CJÚIUAL,1.5497207641601562e-05,0.021862506866455078, NACIONAL,1.0,0.875,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_12.jpg,limiarização_binária,,4.0531158447265625e-06,0.005806446075439453, NACIONAL,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_12.jpg,bilateral,,0.0007216930389404297,0.005640506744384766, NACIONAL,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_13.jpg,original,AnacipnaiDEF,,0.024076223373413086, NACIONAL DE,1.0,0.9090909090909091,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_13.jpg,image_full_gray,AnjachowaL DE,2.3603439331054688e-05,0.02492523193359375, NACIONAL DE,0.5,0.8181818181818182,0.75,0.25,0.5,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_13.jpg,limiarização_de_otsu,W7macrouai,1.9550323486328125e-05,0.034182071685791016, NACIONAL DE,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_13.jpg,limiarização_binária,,4.76837158203125e-06,0.005835533142089844, NACIONAL DE,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_13.jpg,bilateral,,0.0016138553619384766,0.006400108337402344, NACIONAL DE,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_14.jpg,original,Carteihaf,,0.022333621978759766, CARTEIRA,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_14.jpg,image_full_gray,#aRiina,1.9073486328125e-05,0.020968914031982422, CARTEIRA,1.0,0.875,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_14.jpg,limiarização_de_otsu,fafT2h# ?,1.621246337890625e-05,0.021451950073242188, CARTEIRA,2.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_14.jpg,limiarização_binária,"""Mi7amn",3.814697265625e-06,0.01934075355529785, CARTEIRA,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_14.jpg,bilateral,,0.0007598400115966797,0.005624532699584961, CARTEIRA,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_15.jpg,original,Hagigiraço,,0.022754192352294922, HABILITAÇÃO,1.0,0.9090909090909091,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_15.jpg,image_full_gray,Habagaracao,1.9550323486328125e-05,0.02396535873413086, HABILITAÇÃO,1.0,0.9090909090909091,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_15.jpg,limiarização_de_otsu,#A 011/fa çn9,1.6689300537109375e-05,0.02074599266052246, HABILITAÇÃO,3.0,1.0909090909090908,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_15.jpg,limiarização_binária,,3.337860107421875e-06,0.005791902542114258, HABILITAÇÃO,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_15.jpg,bilateral,,0.00089263916015625,0.005614042282104492, HABILITAÇÃO,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_16.jpg,original,Nohe,,0.012369871139526367, NOME ,1.0,0.75,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_16.jpg,image_full_gray,Nohe,1.4781951904296875e-05,0.012526750564575195, NOME ,1.0,0.75,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_16.jpg,limiarização_de_otsu,,1.4543533325195312e-05,0.00684666633605957, NOME ,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_16.jpg,limiarização_binária,NoHE,3.337860107421875e-06,0.012806177139282227, NOME ,1.0,0.5,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_16.jpg,bilateral,,0.00034308433532714844,0.005431652069091797, NOME ,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_17.jpg,original,STEEANELI,,0.0136260986328125, STEFANELI,1.0,0.1111111111111111,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_17.jpg,image_full_gray,STEEANELI,1.71661376953125e-05,0.013590335845947266, STEFANELI,1.0,0.1111111111111111,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_17.jpg,limiarização_de_otsu,SCEEANELI,1.52587890625e-05,0.01347804069519043, STEFANELI,1.0,0.2222222222222222,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_17.jpg,limiarização_binária,SFEFANELI,3.5762786865234375e-06,0.014291763305664062, STEFANELI,1.0,0.1111111111111111,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_17.jpg,bilateral,STEEANELI,0.0006287097930908203,0.01360630989074707, STEFANELI,1.0,0.1111111111111111,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_18.jpg,original,KAWAHARA,,0.013114690780639648, KAWAHARA,0.0,0.0,0.0,1.0,0.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_18.jpg,image_full_gray,KAWAHARA,1.6689300537109375e-05,0.013628721237182617, KAWAHARA,0.0,0.0,0.0,1.0,0.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_18.jpg,limiarização_de_otsu,KANAHARX,1.4781951904296875e-05,0.01453256607055664, KAWAHARA,1.0,0.25,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_18.jpg,limiarização_binária,KAWAHARA,3.337860107421875e-06,0.014120101928710938, KAWAHARA,0.0,0.0,0.0,1.0,0.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_18.jpg,bilateral,KAWAHARA,0.0005707740783691406,0.013554096221923828, KAWAHARA,0.0,0.0,0.0,1.0,0.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_19.jpg,original,lFAVA,,0.011833429336547852, FAVA,1.0,0.25,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_19.jpg,image_full_gray,FAVA,1.4066696166992188e-05,0.011813879013061523, FAVA,0.0,0.0,0.0,1.0,0.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_19.jpg,limiarização_de_otsu,Fava,1.33514404296875e-05,0.011446475982666016, FAVA,1.0,0.75,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_19.jpg,limiarização_binária,{rav,3.0994415283203125e-06,0.011209249496459961, FAVA,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_19.jpg,bilateral,FAVA,0.0003809928894042969,0.011776447296142578, FAVA,0.0,0.0,0.0,1.0,0.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_20.jpg,original,Doci,,0.01258087158203125, DOC,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_20.jpg,image_full_gray,Doc,1.52587890625e-05,0.011821269989013672, DOC,1.0,0.6666666666666666,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_20.jpg,limiarização_de_otsu,,1.33514404296875e-05,0.0054171085357666016, DOC,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_20.jpg,limiarização_binária,txx,3.337860107421875e-06,0.012521028518676758, DOC,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_20.jpg,bilateral,,0.0003299713134765625,0.005429744720458984, DOC,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_21.jpg,original,IDeNIDDE,,0.021387100219726562, IDENTIDADE,1.0,0.3,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_21.jpg,image_full_gray,IDeNIDDE,1.8358230590820312e-05,0.021450281143188477, IDENTIDADE,1.0,0.3,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_21.jpg,limiarização_de_otsu,,1.5020370483398438e-05,0.0056307315826416016, IDENTIDADE,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_21.jpg,limiarização_binária,RXHTDoi,3.337860107421875e-06,0.02200770378112793, IDENTIDADE,1.0,0.8,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_21.jpg,bilateral,,0.0004775524139404297,0.005621433258056641, IDENTIDADE,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_22.jpg,original,0pg,,0.02108025550842285, ORG,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_22.jpg,image_full_gray,0pg,2.2411346435546875e-05,0.019700288772583008, ORG,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_22.jpg,limiarização_de_otsu,,1.811981201171875e-05,0.00555419921875, ORG,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_22.jpg,limiarização_binária,Cpg,5.0067901611328125e-06,0.017032861709594727, ORG,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_22.jpg,bilateral,,0.00034308433532714844,0.00550079345703125, ORG,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_23.jpg,original,,,0.0056858062744140625, EMISSOR,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_23.jpg,image_full_gray,,1.430511474609375e-05,0.005646228790283203, EMISSOR,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_23.jpg,limiarização_de_otsu,,1.6689300537109375e-05,0.006298542022705078, EMISSOR,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_23.jpg,limiarização_binária,EMissos,4.5299530029296875e-06,0.01992344856262207, EMISSOR,1.0,0.7142857142857143,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_23.jpg,bilateral,,0.00045561790466308594,0.005588054656982422, EMISSOR,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_24.jpg,original,,,0.005433559417724609, UF,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_24.jpg,image_full_gray,,1.1682510375976562e-05,0.006569623947143555, UF,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_24.jpg,limiarização_de_otsu,,1.52587890625e-05,0.0053594112396240234, UF,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_24.jpg,limiarização_binária,,5.245208740234375e-06,0.005479097366333008, UF,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_24.jpg,bilateral,,0.00032329559326171875,0.005367755889892578, UF,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_25.jpg,original,912761,,0.012552499771118164, 9127617,1.0,0.14285714285714285,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_25.jpg,image_full_gray,912761,1.5020370483398438e-05,0.01270437240600586, 9127617,1.0,0.14285714285714285,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_25.jpg,limiarização_de_otsu,,1.4066696166992188e-05,0.005679607391357422, 9127617,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_25.jpg,limiarização_binária,912761,3.337860107421875e-06,0.012472152709960938, 9127617,1.0,0.14285714285714285,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_25.jpg,bilateral,912761,0.00040435791015625,0.012705326080322266, 9127617,1.0,0.14285714285714285,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_26.jpg,original,1751,,0.011893033981323242, 1751,0.0,0.0,0.0,1.0,0.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_26.jpg,image_full_gray,1751,1.4066696166992188e-05,0.011919975280761719, 1751,0.0,0.0,0.0,1.0,0.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_26.jpg,limiarização_de_otsu,,1.430511474609375e-05,0.0054357051849365234, 1751,1.0,1.0,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_26.jpg,limiarização_binária,1751,4.0531158447265625e-06,0.011983156204223633, 1751,0.0,0.0,0.0,1.0,0.0,OpenCV[todos preproc] -> EASYOCR
/content/crop_craft-images/CNH_Frente,res_00003604_in_26.jpg,bilateral,751,0.0003027915954589844,0.01111912727355957, 1751,1.0,0.25,1.0,0.0,1.0,OpenCV[todos preproc] -> EASYOCR
